id,fold
81483,2
81484,3
81485,2
81486,3
81487,1
81488,2
81489,1
81490,4
81491,3
81492,2
81493,3
81494,3
81495,0
81496,3
81497,4
81498,2
81499,0
81500,2
81501,2
81502,2
81503,2
81504,4
81505,3
81506,3
81507,0
81508,2
81509,3
81510,2
81511,0
81512,3
81513,1
81514,4
81515,0
81516,1
81517,2
81518,4
81519,2
81520,3
81521,1
81522,1
81523,2
81524,2
81525,3
81526,3
81527,1
81528,4
81529,2
81530,4
81531,3
81532,3
81533,1
81534,2
81535,1
81536,1
81537,4
81538,1
81539,1
81540,0
81541,4
81542,1
81543,3
81544,2
81545,4
81546,0
81547,2
81548,2
81549,3
81550,3
81551,2
81552,2
81553,2
81554,1
81555,3
81556,1
81557,4
81558,4
81559,1
81560,2
81561,4
81562,1
81563,4
81564,0
81565,2
81566,4
81567,1
81568,1
81569,2
81570,3
81571,0
81572,0
81573,4
81574,3
81575,3
81576,1
81577,2
81578,2
81579,2
81580,3
81581,4
81582,3
81583,3
81584,4
81585,2
81586,1
81587,2
81588,0
81589,4
81590,3
81591,0
81592,3
81593,1
81594,0
81595,1
81596,3
81597,2
81598,1
81599,0
81600,2
81601,2
81602,1
81603,0
81604,0
81605,1
81606,2
81607,0
81608,2
81609,1
81610,0
81611,4
81612,1
81613,3
81614,1
81615,3
81616,3
81617,3
81618,1
81619,1
81620,0
81621,2
81622,2
81623,2
81624,0
81625,4
81626,4
81627,0
81628,3
81629,4
81630,2
81631,4
81632,1
81633,4
81634,4
81635,4
81636,3
81637,2
81638,4
81639,4
81640,2
81641,0
81642,4
81643,4
81644,1
81645,0
81646,1
81647,0
81648,4
81649,2
81650,1
81651,3
81652,2
81653,4
81654,0
81655,1
81656,2
81657,2
81658,0
81659,3
81660,0
81661,2
81662,3
81663,1
81664,4
81665,3
81666,4
81667,0
81668,3
81669,0
81670,1
81671,0
81672,3
81673,2
81674,1
81675,4
81676,1
81677,1
81678,2
81679,2
81680,0
81681,1
81682,4
81683,2
81684,1
81685,0
81686,2
81687,1
81688,3
81689,4
81690,2
81691,3
81692,1
81693,3
81694,2
81695,0
81696,1
81697,4
81698,4
81699,0
81700,4
81701,0
81702,0
81703,3
81704,2
81705,2
81706,1
81707,2
81708,0
81709,0
81710,0
81711,1
81712,0
81713,3
81714,4
81715,2
81716,0
81717,0
81718,0
81719,2
81720,1
81721,1
81722,1
81723,3
81724,0
81725,3
81726,0
81727,2
81728,0
81729,2
81730,2
81731,2
81732,1
81733,4
81734,0
81735,3
81736,1
81737,3
81738,1
81739,4
81740,0
81741,3
81742,0
81743,3
81744,4
81745,4
81746,4
81747,3
81748,3
81749,1
81750,2
81751,4
81752,4
81753,3
81754,4
81755,1
81756,4
81757,0
81758,1
81759,4
81760,0
81761,0
81762,3
81763,0
81764,3
81765,0
81766,2
81767,0
81768,1
81769,4
81770,3
81771,2
81772,1
81773,3
81774,1
81775,4
81776,2
81777,1
81778,3
81779,1
81780,0
81781,3
81782,2
81783,0
81784,4
81785,4
81786,4
81787,2
81788,2
81789,4
81790,1
81791,3
81792,4
81793,3
81794,3
81795,0
81796,1
81797,0
81798,2
81799,3
81800,1
81801,4
81802,1
81803,0
81804,3
81805,2
81806,1
81807,2
81808,3
81809,1
81810,0
81811,2
81812,1
81813,0
81814,2
81815,1
81816,4
81817,4
81818,2
81819,2
81820,3
81821,4
81822,4
81823,2
81824,2
81825,2
81826,1
81827,0
81828,3
81829,3
81830,0
81831,3
81832,4
81833,0
81834,3
81835,1
81836,4
81837,3
81838,1
81839,0
81840,1
81841,1
81842,0
81843,1
81844,1
81845,2
81846,4
81847,2
81848,2
81849,3
81850,0
81851,4
81852,1
81853,2
81854,3
81855,3
81856,2
81857,1
81858,1
81859,1
81860,3
81861,4
81862,3
81863,2
81864,3
81865,3
81866,3
81867,0
81868,2
81869,0
81870,2
81871,0
81872,3
81873,0
81874,1
81875,4
81876,1
81877,1
81878,1
81879,2
81880,0
81881,3
81882,4
81883,4
81884,0
81885,0
81886,1
81887,4
81888,3
81889,3
81890,1
81891,0
81892,2
81893,3
81894,0
81895,0
81896,3
81897,4
81898,2
81899,1
81900,1
81901,2
81902,1
81903,0
81904,2
81905,1
81906,2
81907,4
81908,3
81909,2
81910,4
81911,3
81912,1
81913,3
81914,0
81915,0
81916,1
81917,2
81918,0
81919,3
81920,0
81921,1
81922,2
81923,3
81924,3
81925,2
81926,2
81927,2
81928,1
81929,4
81930,2
81931,2
81932,1
81933,1
81934,1
81935,1
81936,0
81937,2
81938,4
81939,1
81940,2
81941,1
81942,2
81943,2
81944,0
81945,4
81946,4
81947,2
81948,3
81949,1
81950,1
81951,3
81952,1
81953,3
81954,2
81955,1
81956,3
81957,0
81958,2
81959,3
81960,0
81961,1
81962,0
81963,1
81964,1
81965,1
81966,2
81967,3
81968,3
81969,2
81970,1
81971,0
81972,1
81973,0
81974,0
81975,2
81976,1
81977,1
81978,4
81979,1
81980,4
81981,2
81982,3
81983,0
81984,2
81985,0
81986,4
81987,2
81988,3
81989,0
81990,3
81991,4
81992,1
81993,4
81994,1
81995,4
81996,2
81997,0
81998,2
81999,2
82000,4
82001,0
82002,4
82003,3
82004,2
82005,0
82006,2
82007,2
82008,0
82009,2
82010,3
82011,1
82012,3
82013,0
82014,3
82015,0
82016,2
82017,2
82018,4
82019,4
82020,1
82021,4
82022,1
82023,1
82024,4
82025,3
82026,0
82027,1
82028,2
82029,1
82030,2
82031,1
82032,3
82033,1
82034,1
82035,4
82036,3
82037,2
82038,3
82039,3
82040,4
82041,1
82042,2
82043,0
82044,1
82045,1
82046,4
82047,2
82048,1
82049,1
82050,0
82051,1
82052,2
82053,0
82054,1
82055,4
82056,4
82057,0
82058,0
82059,1
82060,4
82061,4
82062,0
82063,0
82064,2
82065,2
82066,0
82067,2
82068,2
82069,1
82070,4
82071,0
82072,2
82073,0
82074,2
82075,0
82076,4
82077,4
82078,3
82079,3
82080,4
82081,4
82082,1
82083,0
82084,4
82085,3
82086,4
82087,4
82088,4
82089,4
82090,2
82091,3
82092,2
82093,0
82094,1
82095,4
82096,4
82097,3
82098,0
82099,4
82100,2
82101,2
82102,0
82103,1
82104,0
82105,0
82106,1
82107,0
82108,1
82109,4
82110,1
82111,2
82112,4
82113,1
82114,4
82115,3
82116,3
82117,2
82118,2
82119,3
82120,4
82121,3
82122,2
82123,0
82124,0
82125,0
82126,1
82127,3
82128,0
82129,2
82130,2
82131,1
82132,2
82133,2
82134,2
82135,2
82136,2
82137,0
82138,3
82139,2
82140,3
82141,3
82142,1
82143,1
82144,0
82145,2
82146,3
82147,1
82148,4
82149,2
82150,2
82151,0
82152,0
82153,0
82154,0
82155,4
82156,1
82157,3
82158,3
82159,4
82160,3
82161,0
82162,1
82163,4
82164,3
82165,0
82166,3
82167,4
82168,4
82169,4
82170,4
82171,0
82172,2
82173,3
82174,3
82175,1
82176,3
82177,2
82178,3
82179,4
82180,3
82181,2
82182,1
82183,1
82184,1
82185,4
82186,4
82187,1
82188,2
82189,0
82190,3
82191,4
82192,4
82193,3
82194,3
82195,4
82196,0
82197,1
82198,3
82199,1
82200,2
82201,4
82202,1
82203,1
82204,0
82205,4
82206,2
82207,3
82208,0
82209,0
82210,4
82211,0
82212,1
82213,2
82214,0
82215,0
82216,0
82217,3
82218,2
82219,2
82220,1
82221,4
82222,3
82223,1
82224,3
82225,0
82226,0
82227,0
82228,2
82229,1
82230,0
82231,4
82232,4
82233,0
82234,1
82235,2
82236,3
82237,4
82238,1
82239,3
82240,1
82241,0
82242,3
82243,2
82244,2
82245,3
82246,2
82247,3
82248,1
82249,0
82250,3
82251,1
82252,0
82253,0
82254,4
82255,3
82256,4
82257,1
82258,2
82259,3
82260,1
82261,4
82262,2
82263,4
82264,2
82265,3
82266,3
82267,2
82268,2
82269,0
82270,1
82271,1
82272,2
82273,2
82274,0
82275,0
82276,1
82277,1
82278,1
82279,4
82280,4
82281,4
82282,2
82283,0
82284,2
82285,2
82286,4
82287,2
82288,2
82289,1
82290,1
82291,1
82292,0
82293,0
82294,0
82295,1
82296,1
82297,4
82298,0
82299,1
82300,3
82301,4
82302,4
82303,4
82304,2
82305,2
82306,3
82307,0
82308,2
82309,2
82310,3
82311,1
82312,3
82313,2
82314,4
82315,1
82316,4
82317,1
82318,2
82319,4
82320,2
82321,0
82322,0
82323,0
82324,0
82325,1
82326,2
82327,0
82328,0
82329,3
82330,2
82331,3
82332,2
82333,0
82334,2
82335,4
82336,1
82337,4
82338,2
82339,3
82340,1
82341,3
82342,2
82343,3
82344,1
82345,0
82346,4
82347,1
82348,4
82349,4
82350,4
82351,3
82352,3
82353,3
82354,0
82355,2
82356,0
82357,0
82358,2
82359,3
82360,2
82361,2
82362,1
82363,2
82364,2
82365,4
82366,2
82367,1
82368,4
82369,3
82370,3
82371,2
82372,4
82373,2
82374,1
82375,3
82376,2
82377,0
82378,0
82379,3
82380,1
82381,0
82382,0
82383,0
82384,2
82385,0
82386,2
82387,1
82388,3
82389,1
82390,1
82391,4
82392,2
82393,1
82394,3
82395,4
82396,0
82397,4
82398,0
82399,2
82400,3
82401,1
82402,0
82403,2
82404,2
82405,1
82406,2
82407,4
82408,3
82409,0
82410,1
82411,0
82412,0
82413,2
82414,3
82415,3
82416,3
82417,4
82418,3
82419,3
82420,2
82421,0
82422,2
82423,0
82424,4
82425,0
82426,3
82427,4
82428,1
82429,3
82430,1
82431,4
82432,3
82433,4
82434,0
82435,1
82436,4
82437,0
82438,4
82439,2
82440,4
82441,4
82442,3
82443,1
82444,1
82445,3
82446,1
82447,1
82448,4
82449,4
82450,1
82451,2
82452,3
82453,4
82454,4
82455,1
82456,2
82457,0
82458,0
82459,0
82460,0
82461,2
82462,4
82463,4
82464,2
82465,3
82466,2
82467,1
82468,2
82469,3
82470,2
82471,1
82472,2
82473,2
82474,0
82475,2
82476,1
82477,1
82478,2
82479,4
82480,3
82481,4
82482,0
82483,0
82484,1
82485,0
82486,3
82487,0
82488,2
82489,1
82490,3
82491,2
82492,4
82493,4
82494,2
82495,0
82496,0
82497,0
82498,4
82499,0
82500,3
82501,2
82502,1
82503,1
82504,1
82505,2
82506,4
82507,2
82508,3
82509,0
82510,2
82511,1
82512,4
82513,0
82514,1
82515,2
82516,3
82517,3
82518,4
82519,1
82520,0
82521,0
82522,0
82523,2
82524,0
82525,3
82526,1
82527,1
82528,1
82529,3
82530,0
82531,1
82532,0
82533,0
82534,1
82535,4
82536,1
82537,2
82538,0
82539,3
82540,3
82541,4
82542,4
82543,1
82544,0
82545,3
82546,3
82547,2
82548,3
82549,0
82550,2
82551,3
82552,4
82553,4
82554,1
82555,2
82556,4
82557,1
82558,2
82559,3
82560,2
82561,1
82562,2
82563,3
82564,2
82565,2
82566,4
82567,0
82568,1
82569,0
82570,2
82571,3
82572,3
82573,4
82574,1
82575,1
82576,3
82577,3
82578,4
82579,1
82580,0
82581,3
82582,4
82583,4
82584,3
82585,3
82586,2
82587,3
82588,2
82589,4
82590,0
82591,4
82592,1
82593,3
82594,4
82595,3
82596,2
82597,3
82598,0
82599,3
82600,3
82601,1
82602,1
82603,0
82604,0
82605,4
82606,3
82607,3
82608,3
82609,4
82610,3
82611,0
82612,3
82613,0
82614,4
82615,3
82616,4
82617,0
82618,1
82619,2
82620,3
82621,3
82622,1
82623,0
82624,4
82625,2
82626,2
82627,2
82628,1
82629,2
82630,3
82631,1
82632,3
82633,0
82634,1
82635,1
82636,2
82637,1
82638,4
82639,4
82640,4
82641,3
82642,4
82643,3
82644,2
82645,0
82646,1
82647,0
82648,2
82649,0
82650,2
82651,0
82652,3
82653,1
82654,3
82655,0
82656,3
82657,1
82658,1
82659,3
82660,2
82661,2
82662,0
82663,2
82664,3
82665,4
82666,4
82667,4
82668,3
82669,4
82670,4
82671,1
82672,3
82673,0
82674,1
82675,0
82676,3
82677,3
82678,3
82679,3
82680,1
82681,2
82682,4
82683,1
82684,4
82685,2
82686,1
82687,4
82688,1
82689,4
82690,0
82691,1
82692,4
82693,2
82694,3
82695,4
82696,3
82697,2
82698,3
82699,1
82700,3
82701,0
82702,2
82703,2
82704,1
82705,4
82706,3
82707,0
82708,3
82709,4
82710,1
82711,3
82712,2
82713,2
82714,1
82715,1
82716,0
82717,4
82718,3
82719,2
82720,2
82721,4
82722,0
82723,1
82724,0
82725,1
82726,0
82727,1
82728,4
82729,2
82730,3
82731,1
82732,2
82733,3
82734,2
82735,0
82736,2
82737,1
82738,2
82739,0
82740,3
82741,3
82742,3
82743,1
82744,3
82745,2
82746,0
82747,0
82748,1
82749,1
82750,2
82751,1
82752,2
82753,4
82754,1
82755,2
82756,1
82757,4
82758,1
82759,2
82760,1
82761,3
82762,0
82763,2
82764,2
82765,3
82766,1
82767,0
82768,4
82769,0
82770,1
82771,0
82772,0
82773,4
82774,0
82775,1
82776,0
82777,1
82778,4
82779,1
82780,4
82781,4
82782,0
82783,4
82784,1
82785,4
82786,4
82787,0
82788,3
82789,1
82790,2
82791,1
82792,2
82793,3
82794,2
82795,1
82796,0
82797,1
82798,2
82799,1
82800,2
82801,0
82802,3
82803,3
82804,2
82805,3
82806,2
82807,3
82808,3
82809,0
82810,3
82811,2
82812,1
82813,2
82814,2
82815,1
82816,1
82817,3
82818,4
82819,4
82820,4
82821,1
82822,2
82823,2
82824,1
82825,3
82826,0
82827,0
82828,1
82829,4
82830,3
82831,1
82832,1
82833,4
82834,1
82835,1
82836,1
82837,3
82838,1
82839,3
82840,3
82841,4
82842,0
82843,2
82844,1
82845,2
82846,4
82847,1
82848,0
82849,3
82850,3
82851,3
82852,1
82853,2
82854,2
82855,4
82856,1
82857,4
82858,2
82859,3
82860,2
82861,1
82862,3
82863,2
82864,0
82865,0
82866,4
82867,1
82868,3
82869,1
82870,3
82871,1
82872,4
82873,2
82874,3
82875,1
82876,4
82877,1
82878,2
82879,0
82880,3
82881,0
82882,1
82883,1
82884,4
82885,0
82886,1
82887,4
82888,2
82889,1
82890,2
82891,2
82892,3
82893,2
82894,1
82895,2
82896,3
82897,4
82898,3
82899,2
82900,0
82901,1
82902,3
82903,3
82904,1
82905,3
82906,3
82907,4
82908,4
82909,2
82910,2
82911,2
82912,3
82913,0
82914,2
82915,0
82916,2
82917,2
82918,1
82919,0
82920,2
82921,0
82922,2
82923,4
82924,4
82925,3
82926,3
82927,1
82928,4
82929,4
82930,2
82931,1
82932,0
82933,2
82934,4
82935,4
82936,3
82937,3
82938,4
82939,2
82940,1
82941,2
82942,0
82943,2
82944,2
82945,1
82946,4
82947,2
82948,1
82949,0
82950,2
82951,2
82952,0
82953,0
82954,3
82955,3
82956,2
82957,0
82958,2
82959,2
82960,2
82961,1
82962,0
82963,3
82964,1
82965,3
82966,4
82967,2
82968,3
82969,1
82970,2
82971,4
82972,4
82973,2
82974,0
82975,2
82976,3
82977,1
82978,4
82979,4
82980,2
82981,2
82982,4
82983,3
82984,3
82985,3
82986,1
82987,3
82988,3
82989,4
82990,1
82991,1
82992,2
82993,2
82994,4
82995,3
82996,0
82997,0
82998,3
82999,3
83000,1
83001,3
83002,1
83003,0
83004,2
83005,1
83006,3
83007,3
83008,3
83009,0
83010,1
83011,0
83012,2
83013,0
83014,4
83015,4
83016,0
83017,3
83018,3
83019,4
83020,1
83021,4
83022,0
83023,4
83024,1
83025,1
83026,1
83027,4
83028,1
83029,2
83030,2
83031,3
83032,2
83033,0
83034,4
83035,4
83036,1
83037,2
83038,4
83039,4
83040,2
83041,1
83042,4
83043,4
83044,2
83045,0
83046,2
83047,0
83048,4
83049,4
83050,3
83051,1
83052,1
83053,0
83054,4
83055,1
83056,1
83057,1
83058,1
83059,2
83060,2
83061,2
83062,0
83063,2
83064,0
83065,0
83066,4
83067,0
83068,4
83069,2
83070,1
83071,1
83072,4
83073,0
83074,4
83075,1
83076,0
83077,3
83078,0
83079,0
83080,2
83081,4
83082,3
83083,1
83084,2
83085,3
83086,1
83087,1
83088,4
83089,4
83090,1
83091,3
83092,1
83093,4
83094,4
83095,2
83096,2
83097,2
83098,0
83099,0
83100,2
83101,4
83102,0
83103,2
83104,2
83105,2
83106,4
83107,1
83108,3
83109,1
83110,3
83111,4
83112,4
83113,3
83114,0
83115,0
83116,2
83117,4
83118,4
83119,2
83120,2
83121,0
83122,1
83123,3
83124,0
83125,2
83126,4
83127,0
83128,2
83129,4
83130,4
83131,2
83132,4
83133,0
83134,1
83135,1
83136,2
83137,2
83138,3
83139,4
83140,4
83141,2
83142,0
83143,3
83144,2
83145,4
83146,4
83147,3
83148,2
83149,4
83150,2
83151,4
83152,2
83153,1
83154,3
83155,1
83156,2
83157,3
83158,0
83159,4
83160,3
83161,2
83162,0
83163,1
83164,2
83165,3
83166,2
83167,1
83168,4
83169,0
83170,2
83171,3
83172,0
83173,0
83174,4
83175,2
83176,1
83177,3
83178,0
83179,1
83180,3
83181,4
83182,4
83183,3
83184,2
83185,0
83186,1
83187,3
83188,4
83189,3
83190,2
83191,0
83192,1
83193,3
83194,3
83195,4
83196,1
83197,4
83198,2
83199,2
83200,4
83201,3
83202,0
83203,2
83204,3
83205,2
83206,1
83207,4
83208,3
83209,4
83210,4
83211,4
83212,1
83213,4
83214,4
83215,4
83216,4
83217,2
83218,1
83219,1
83220,4
83221,0
83222,4
83223,2
83224,1
83225,2
83226,2
83227,4
83228,0
83229,2
83230,0
83231,4
83232,0
83233,2
83234,2
83235,2
83236,2
83237,2
83238,4
83239,0
83240,4
83241,3
83242,1
83243,1
83244,0
83245,2
83246,4
83247,4
83248,3
83249,3
83250,3
83251,3
83252,2
83253,4
83254,1
83255,4
83256,0
83257,0
83258,0
83259,1
83260,4
83261,3
83262,0
83263,2
83264,3
83265,1
83266,1
83267,0
83268,2
83269,1
83270,2
83271,3
83272,4
83273,1
83274,4
83275,2
83276,3
83277,4
83278,3
83279,1
83280,3
83281,0
83282,3
83283,2
83284,0
83285,0
83286,4
83287,3
83288,0
83289,0
83290,1
83291,0
83292,0
83293,2
83294,1
83295,2
83296,0
83297,4
83298,0
83299,1
83300,0
83301,2
83302,0
83303,0
83304,1
83305,2
83306,0
83307,0
83308,3
83309,1
83310,4
83311,4
83312,2
83313,3
83314,0
83315,3
83316,4
83317,2
83318,0
83319,3
83320,3
83321,2
83322,3
83323,2
83324,0
83325,2
83326,4
83327,4
83328,3
83329,2
83330,4
83331,3
83332,1
83333,3
83334,3
83335,4
83336,3
83337,4
83338,1
83339,4
83340,4
83341,2
83342,0
83343,1
83344,1
83345,2
83346,4
83347,0
83348,1
83349,1
83350,3
83351,4
83352,3
83353,2
83354,4
83355,0
83356,2
83357,2
83358,3
83359,1
83360,1
83361,1
83362,3
83363,0
83364,3
83365,1
83366,4
83367,2
83368,1
83369,3
83370,3
83371,0
83372,3
83373,1
83374,3
83375,2
83376,2
83377,1
83378,4
83379,1
83380,2
83381,4
83382,4
83383,1
83384,4
83385,0
83386,4
83387,1
83388,1
83389,0
83390,0
83391,0
83392,4
83393,4
83394,3
83395,1
83396,2
83397,3
83398,0
83399,2
83400,1
83401,0
83402,4
83403,4
83404,1
83405,2
83406,2
83407,2
83408,0
83409,4
83410,2
83411,0
83412,1
83413,2
83414,0
83415,2
83416,3
83417,1
83418,3
83419,2
83420,4
83421,0
83422,1
83423,1
83424,1
83425,3
83426,4
83427,3
83428,0
83429,0
83430,4
83431,0
83432,2
83433,2
83434,0
83435,4
83436,2
83437,4
83438,0
83439,4
83440,4
83441,4
83442,0
83443,1
83444,1
83445,3
83446,1
83447,0
83448,3
83449,3
83450,2
83451,0
83452,0
83453,0
83454,1
83455,2
83456,0
83457,1
83458,1
83459,4
83460,2
83461,0
83462,2
83463,3
83464,3
83465,4
83466,3
83467,4
83468,4
83469,1
83470,1
83471,1
83472,2
83473,3
83474,1
83475,1
83476,0
83477,4
83478,2
83479,3
83480,4
83481,2
83482,1
83483,4
83484,2
83485,4
83486,4
83487,3
83488,3
83489,2
83490,3
83491,2
83492,4
83493,1
83494,3
83495,0
83496,1
83497,2
83498,3
83499,0
83500,0
83501,1
83502,1
83503,1
83504,0
83505,1
83506,4
83507,3
83508,1
83509,1
83510,4
83511,3
83512,0
83513,1
83514,1
83515,0
83516,4
83517,4
83518,0
83519,4
83520,4
83521,2
83522,2
83523,4
83524,1
83525,2
83526,1
83527,3
83528,4
83529,0
83530,2
83531,3
83532,2
83533,3
83534,0
83535,4
83536,3
83537,1
83538,0
83539,4
83540,4
83541,1
83542,2
83543,4
83544,4
83545,1
83546,3
83547,0
83548,2
83549,4
83550,0
83551,1
83552,1
83553,2
83554,0
83555,1
83556,0
83557,2
83558,1
83559,0
83560,2
83561,2
83562,2
83563,0
83564,2
83565,0
83566,1
83567,3
83568,3
83569,4
83570,0
83571,4
83572,1
83573,3
83574,2
83575,0
83576,1
83577,1
83578,4
83579,4
83580,4
83581,4
83582,4
83583,1
83584,0
83585,2
83586,3
83587,0
83588,0
83589,2
83590,2
83591,3
83592,1
83593,2
83594,2
83595,3
83596,0
83597,4
83598,2
83599,1
83600,4
83601,4
83602,4
83603,3
83604,0
83605,2
83606,0
83607,1
83608,2
83609,0
83610,0
83611,3
83612,1
83613,0
83614,4
83615,4
83616,0
83617,4
83618,2
83619,1
83620,1
83621,4
83622,2
83623,0
83624,0
83625,3
83626,1
83627,3
83628,1
83629,2
83630,0
83631,2
83632,2
83633,0
83634,1
83635,2
83636,1
83637,1
83638,1
83639,2
83640,3
83641,2
83642,0
83643,4
83644,3
83645,0
83646,4
83647,0
83648,1
83649,1
83650,2
83651,2
83652,2
83653,2
83654,2
83655,4
83656,1
83657,4
83658,1
83659,3
83660,2
83661,2
83662,2
83663,4
83664,2
83665,2
83666,4
83667,2
83668,4
83669,1
83670,2
83671,0
83672,4
83673,0
83674,1
83675,0
83676,4
83677,3
83678,4
83679,1
83680,0
83681,4
83682,3
83683,2
83684,4
83685,0
83686,2
83687,0
83688,2
83689,1
83690,1
83691,2
83692,0
83693,0
83694,3
83695,4
83696,2
83697,1
83698,1
83699,1
83700,0
83701,4
83702,1
83703,2
83704,0
83705,2
83706,3
83707,4
83708,4
83709,3
83710,2
83711,1
83712,2
83713,4
83714,0
83715,2
83716,4
83717,4
83718,3
83719,2
83720,2
83721,0
83722,1
83723,4
83724,1
83725,2
83726,2
83727,4
83728,2
83729,1
83730,2
83731,3
83732,1
83733,0
83734,2
83735,1
83736,4
83737,1
83738,2
83739,3
83740,3
83741,1
83742,2
83743,3
83744,2
83745,2
83746,1
83747,4
83748,4
83749,0
83750,0
83751,3
83752,2
83753,1
83754,3
83755,4
83756,2
83757,2
83758,0
83759,1
83760,2
83761,2
83762,3
83763,0
83764,3
83765,2
83766,4
83767,3
83768,3
83769,2
83770,3
83771,0
83772,2
83773,4
83774,4
83775,0
83776,3
83777,2
83778,4
83779,1
83780,0
83781,3
83782,1
83783,0
83784,4
83785,4
83786,1
83787,1
83788,4
83789,4
83790,0
83791,1
83792,0
83793,2
83794,2
83795,1
83796,4
83797,1
83798,0
83799,4
83800,1
83801,2
83802,1
83803,4
83804,1
83805,4
83806,0
83807,2
83808,0
83809,3
83810,2
83811,3
83812,4
83813,2
83814,2
83815,0
83816,4
83817,2
83818,1
83819,2
83820,0
83821,2
83822,2
83823,4
83824,1
83825,0
83826,0
83827,3
83828,3
83829,1
83830,2
83831,4
83832,2
83833,4
83834,4
83835,4
83836,4
83837,0
83838,4
83839,4
83840,0
83841,3
83842,1
83843,0
83844,1
83845,0
83846,1
83847,4
83848,1
83849,4
83850,0
83851,1
83852,0
83853,1
83854,2
83855,2
83856,3
83857,2
83858,2
83859,3
83860,2
83861,4
83862,4
83863,1
83864,2
83865,2
83866,2
83867,2
83868,0
83869,4
83870,0
83871,2
83872,4
83873,0
83874,3
83875,3
83876,3
83877,2
83878,4
83879,1
83880,0
83881,3
83882,4
83883,0
83884,2
83885,3
83886,3
83887,4
83888,4
83889,0
83890,1
83891,4
83892,2
83893,1
83894,4
83895,4
83896,4
83897,0
83898,3
83899,3
83900,4
83901,1
83902,2
83903,3
83904,4
83905,2
83906,0
83907,4
83908,0
83909,3
83910,0
83911,3
83912,2
83913,4
83914,3
83915,1
83916,2
83917,2
83918,4
83919,2
83920,2
83921,3
83922,1
83923,4
83924,0
83925,3
83926,1
83927,2
83928,0
83929,0
83930,4
83931,4
83932,2
83933,4
83934,2
83935,4
83936,1
83937,4
83938,3
83939,3
83940,4
83941,4
83942,2
83943,1
83944,3
83945,0
83946,4
83947,1
83948,1
83949,1
83950,1
83951,4
83952,1
83953,0
83954,4
83955,4
83956,0
83957,4
83958,0
83959,3
83960,3
83961,0
83962,4
83963,3
83964,0
83965,3
83966,4
83967,2
83968,0
83969,1
83970,1
83971,4
83972,1
83973,4
83974,2
83975,2
83976,1
83977,2
83978,3
83979,2
83980,4
83981,0
83982,4
83983,0
83984,1
83985,2
83986,2
83987,3
83988,1
83989,3
83990,4
83991,1
83992,3
83993,0
83994,0
83995,2
83996,4
83997,1
83998,0
83999,4
84000,4
84001,0
84002,2
84003,4
84004,1
84005,0
84006,1
84007,0
84008,4
84009,2
84010,3
84011,0
84012,3
84013,2
84014,0
84015,1
84016,4
84017,2
84018,4
84019,3
84020,0
84021,4
84022,0
84023,4
84024,4
84025,0
84026,2
84027,1
84028,0
84029,0
84030,1
84031,1
84032,1
84033,2
84034,1
84035,0
84036,2
84037,4
84038,2
84039,1
84040,2
84041,3
84042,2
84043,3
84044,3
84045,0
84046,0
84047,4
84048,4
84049,0
84050,1
84051,4
84052,4
84053,0
84054,0
84055,0
84056,4
84057,2
84058,4
84059,1
84060,0
84061,2
84062,3
84063,2
84064,2
84065,2
84066,1
84067,0
84068,2
84069,3
84070,3
84071,2
84072,0
84073,4
84074,0
84075,1
84076,0
84077,1
84078,4
84079,2
84080,1
84081,4
84082,0
84083,4
84084,0
84085,3
84086,1
84087,4
84088,1
84089,0
84090,2
84091,3
84092,1
84093,0
84094,1
84095,4
84096,3
84097,0
84098,3
84099,1
84100,3
84101,2
84102,2
84103,0
84104,4
84105,3
84106,1
84107,4
84108,3
84109,1
84110,2
84111,0
84112,4
84113,4
84114,2
84115,2
84116,3
84117,3
84118,3
84119,1
84120,0
84121,4
84122,2
84123,4
84124,3
84125,2
84126,3
84127,4
84128,2
84129,1
84130,0
84131,4
84132,0
84133,4
84134,2
84135,3
84136,2
84137,3
84138,0
84139,1
84140,0
84141,3
84142,4
84143,2
84144,3
84145,2
84146,3
84147,1
84148,1
84149,4
84150,1
84151,1
84152,2
84153,1
84154,3
84155,3
84156,1
84157,2
84158,3
84159,2
84160,0
84161,0
84162,2
84163,1
84164,1
84165,3
84166,3
84167,2
84168,1
84169,0
84170,1
84171,0
84172,0
84173,0
84174,3
84175,3
84176,1
84177,2
84178,4
84179,1
84180,2
84181,4
84182,1
84183,2
84184,1
84185,1
84186,0
84187,2
84188,1
84189,1
84190,1
84191,1
84192,0
84193,1
84194,2
84195,0
84196,0
84197,4
84198,2
84199,1
84200,4
84201,4
84202,1
84203,3
84204,2
84205,2
84206,3
84207,0
84208,2
84209,1
84210,1
84211,1
84212,2
84213,2
84214,0
84215,4
84216,2
84217,4
84218,1
84219,2
84220,1
84221,2
84222,3
84223,1
84224,2
84225,2
84226,0
84227,2
84228,2
84229,0
84230,1
84231,4
84232,1
84233,1
84234,1
84235,4
84236,1
84237,0
84238,1
84239,0
84240,0
84241,0
84242,2
84243,2
84244,4
84245,2
84246,0
84247,3
84248,1
84249,0
84250,4
84251,2
84252,4
84253,2
84254,2
84255,0
84256,3
84257,0
84258,1
84259,4
84260,2
84261,0
84262,4
84263,1
84264,4
84265,4
84266,0
84267,0
84268,3
84269,3
84270,2
84271,1
84272,1
84273,2
84274,4
84275,1
84276,2
84277,0
84278,1
84279,1
84280,0
84281,3
